# source: TM-100991 pdf p.56, Figure A1 -- DERIVED from the raw extraction
# quantity: f1 -- compressor corrected mass flow, WA2c = f1(Ps3/P2, NGc), Eq. 7
# method: derived -- the 7 printed markers of each speed line, re-expressed on a
#         common beta grid. NO PIXEL IS RE-READ: this is a pure function of
#         f1_compressor_mass_flow.csv and nothing else.
#
# BETA is the fraction of a speed line's own pressure-ratio span:
#     beta = (Ps3/P2 - 0.9907) / (Ps3/P2 at surge - 0.9907)
# so beta = 0 at the choked left end of every line and 1 at its surge point, and one
# beta names corresponding points on lines whose spans differ by a factor of six.
#
# NOT the six dotted construction lines Figure A1 prints, although those are beta
# lines and are Ballin's own. Their marker positions carry digitizing noise: as a
# fraction of each line's span the k=1 markers run 0.785 0.817 0.831 0.832 0.814
# 0.811 0.855 0.868 0.882 0.891 0.897 -- non-monotone, rms 2nd difference 0.0216 --
# while the spans themselves are smooth. Using the markers as the correspondence
# propagates that jitter into every interpolated value. Measured against them:
# Table B.1 rms 0.2471 -> 0.2439 %, worst Table 1 NG mode 8.18 -> 7.56 %.
#
# GRID: 8 values below beta = 0.7 and 48 above,
# 56 per line. The knee sits at beta 0.785-0.897 on the eleven lines, so
# the split is below every one and the whole unchoked run gets the fine spacing; the
# choked run is flat to 0.15 % and needs nothing.
#
# COLUMNS:
#   ngc_pct         corrected gas generator speed NGc of the speed line, percent
#   beta            position along the line, nondimensional: 0 at the choked end,
#                   1 at surge. The interpolation coordinate.
#   ps3_p2          compressor static pressure ratio Ps3/P2, nondimensional
#   wa2c_lbm_per_s  station 2 corrected mass flow WA2c, lbm/sec -- the value of f1
#   symbol          the plot symbol of that speed line in Figure A1, 1..11
#
# Monotonicity is applied to the seven markers BEFORE the fit, not after: two of the
# 66 digitized segments rise by 4e-4 and 1.7e-3 lbm/sec (pen width), and a
# shape-preserving fit through them would faithfully preserve the rise.
#
# y comes from a shape-preserving Fritsch-Carlson fit through the seven printed
# markers (scipy PchipInterpolator, in Ps3/P2), so the curve passes through every
# measured point exactly and cannot overshoot at the knee. The stored polyline
# approximates that curve to 3.54e-03 lbm/sec.
#
# USING THIS FILE IS A DEPARTURE FROM REPLICATION -- open question #60. The raw
# seven-point CSV is Ballin's table, and `maps.f1_as_printed()` loads it.
# points: 616 (56 per line x 11 speed lines)
# derived: by tools/digitize_a1.py from the raw CSV; rerunnable, deterministic
ngc_pct,beta,ps3_p2,wa2c_lbm_per_s,symbol
98,0.929787,16.4249,9.61639,10
98,0.936170,16.5308,9.61171,10
98,0.942553,16.6368,9.60592,10
98,0.948936,16.7427,9.59731,10
98,0.955319,16.8487,9.58319,10
98,0.961702,16.9547,9.56449,10
98,0.968085,17.0606,9.54278,10
98,0.974468,17.1666,9.51873,10
98,0.980851,17.2725,9.48906,10
98,0.987234,17.3785,9.45083,10
98,0.993617,17.4844,9.39418,10
98,1.000000,17.5904,9.31643,10
96,0.000000,0.9907,8.99489,9
96,0.087500,2.3206,8.99488,9
96,0.175000,3.6506,8.99485,9
96,0.262500,4.9806,8.99478,9
96,0.350000,6.3105,8.99465,9
96,0.437500,7.6405,8.99444,9
96,0.525000,8.9705,8.99415,9
96,0.612500,10.3004,8.99374,9
96,0.700000,11.6304,8.99321,9
96,0.706383,11.7274,8.99317,9
96,0.712766,11.8244,8.99312,9
96,0.719149,11.9215,8.99308,9
96,0.725532,12.0185,8.99303,9
96,0.731915,12.1155,8.99298,9
96,0.738298,12.2125,8.99294,9
96,0.744681,12.3095,8.99289,9
96,0.751064,12.4065,8.99284,9
96,0.757447,12.5036,8.99279,9
96,0.763830,12.6006,8.99274,9
96,0.770213,12.6976,8.99269,9
96,0.776596,12.7946,8.99263,9
96,0.782979,12.8916,8.99258,9
96,0.789362,12.9887,8.99252,9
96,0.795745,13.0857,8.99247,9
96,0.802128,13.1827,8.99241,9
96,0.808511,13.2797,8.99236,9
96,0.814894,13.3767,8.99230,9
96,0.821277,13.4738,8.99224,9
96,0.827660,13.5708,8.99218,9
96,0.834043,13.6678,8.99212,9
96,0.840426,13.7648,8.99206,9
96,0.846809,13.8618,8.99200,9
96,0.853191,13.9588,8.99193,9
96,0.859574,14.0559,8.99187,9
96,0.865957,14.1529,8.99180,9
96,0.872340,14.2499,8.99174,9
96,0.878723,14.3469,8.99167,9
96,0.885106,14.4439,8.99096,9
96,0.891489,14.5410,8.98657,9
96,0.897872,14.6380,8.97940,9
96,0.904255,14.7350,8.97097,9
96,0.910638,14.8320,8.96280,9
96,0.917021,14.9290,8.95631,9
96,0.923404,15.0261,8.95130,9
96,0.929787,15.1231,8.94651,9
96,0.936170,15.2201,8.94075,9
96,0.942553,15.3171,8.93277,9
96,0.948936,15.4141,8.91894,9
96,0.955319,15.5111,8.89955,9
96,0.961702,15.6082,8.87712,9
96,0.968085,15.7052,8.85419,9
96,0.974468,15.8022,8.83129,9
96,0.980851,15.8992,8.80558,9
96,0.987234,15.9962,8.77421,9
96,0.993617,16.0933,8.73128,9
96,1.000000,16.1903,8.67791,9
94,0.000000,0.9907,8.27851,8
94,0.087500,2.1809,8.27851,8
94,0.175000,3.3711,8.27850,8
94,0.262500,4.5614,8.27847,8
94,0.350000,5.7516,8.27842,8
94,0.437500,6.9418,8.27835,8
94,0.525000,8.1321,8.27824,8
94,0.612500,9.3223,8.27810,8
94,0.700000,10.5125,8.27791,8
94,0.706383,10.5993,8.27789,8
94,0.712766,10.6862,8.27787,8
94,0.719149,10.7730,8.27786,8
94,0.725532,10.8598,8.27784,8
94,0.731915,10.9466,8.27783,8
94,0.738298,11.0335,8.27781,8
94,0.744681,11.1203,8.27779,8
94,0.751064,11.2071,8.27777,8
94,0.757447,11.2939,8.27776,8
94,0.763830,11.3808,8.27774,8
94,0.770213,11.4676,8.27772,8
94,0.776596,11.5544,8.27770,8
94,0.782979,11.6412,8.27768,8
94,0.789362,11.7281,8.27766,8
94,0.795745,11.8149,8.27764,8
94,0.802128,11.9017,8.27762,8
94,0.808511,11.9886,8.27760,8
94,0.814894,12.0754,8.27758,8
94,0.821277,12.1622,8.27756,8
94,0.827660,12.2490,8.27754,8
94,0.834043,12.3359,8.27752,8
94,0.840426,12.4227,8.27750,8
94,0.846809,12.5095,8.27747,8
94,0.853191,12.5963,8.27745,8
94,0.859574,12.6832,8.27743,8
94,0.865957,12.7700,8.27740,8
94,0.872340,12.8568,8.27728,8
94,0.878723,12.9436,8.27673,8
94,0.885106,13.0305,8.27574,8
94,0.891489,13.1173,8.27433,8
94,0.897872,13.2041,8.27251,8
94,0.904255,13.2909,8.27030,8
94,0.910638,13.3778,8.26386,8
94,0.917021,13.4646,8.24907,8
94,0.923404,13.5514,8.23046,8
94,0.929787,13.6382,8.21272,8
94,0.936170,13.7251,8.19999,8
94,0.942553,13.8119,8.19085,8
94,0.948936,13.8987,8.18278,8
94,0.955319,13.9855,8.17367,8
94,0.961702,14.0724,8.16140,8
94,0.968085,14.1592,8.14057,8
94,0.974468,14.2460,8.10569,8
94,0.980851,14.3328,8.06551,8
94,0.987234,14.4197,8.02894,8
94,0.993617,14.5065,7.99445,8
94,1.000000,14.5933,7.95996,8
92,0.000000,0.9907,7.64509,7
92,0.087500,2.0559,7.64507,7
92,0.175000,3.1212,7.64499,7
92,0.262500,4.1864,7.64484,7
92,0.350000,5.2517,7.64460,7
92,0.437500,6.3169,7.64426,7
92,0.525000,7.3822,7.64381,7
92,0.612500,8.4475,7.64322,7
92,0.700000,9.5127,7.64249,7
92,0.706383,9.5904,7.64243,7
92,0.712766,9.6681,7.64237,7
92,0.719149,9.7458,7.64230,7
92,0.725532,9.8235,7.64224,7
92,0.731915,9.9013,7.64218,7
92,0.738298,9.9790,7.64211,7
92,0.744681,10.0567,7.64205,7
92,0.751064,10.1344,7.64198,7
92,0.757447,10.2121,7.64192,7
92,0.763830,10.2898,7.64185,7
92,0.770213,10.3675,7.64178,7
92,0.776596,10.4452,7.64171,7
92,0.782979,10.5229,7.64164,7
92,0.789362,10.6006,7.64157,7
92,0.795745,10.6783,7.64150,7
92,0.802128,10.7560,7.64142,7
92,0.808511,10.8338,7.64135,7
92,0.814894,10.9115,7.64127,7
92,0.821277,10.9892,7.64120,7
92,0.827660,11.0669,7.64112,7
92,0.834043,11.1446,7.64104,7
92,0.840426,11.2223,7.64096,7
92,0.846809,11.3000,7.64088,7
92,0.853191,11.3777,7.64080,7
92,0.859574,11.4554,7.64069,7
92,0.865957,11.5331,7.64047,7
92,0.872340,11.6108,7.64014,7
92,0.878723,11.6885,7.63968,7
92,0.885106,11.7663,7.63908,7
92,0.891489,11.8440,7.63834,7
92,0.897872,11.9217,7.63727,7
92,0.904255,11.9994,7.63293,7
92,0.910638,12.0771,7.62513,7
92,0.917021,12.1548,7.61500,7
92,0.923404,12.2325,7.60365,7
92,0.929787,12.3102,7.59220,7
92,0.936170,12.3879,7.58005,7
92,0.942553,12.4656,7.56593,7
92,0.948936,12.5433,7.55018,7
92,0.955319,12.6210,7.53311,7
92,0.961702,12.6988,7.51506,7
92,0.968085,12.7765,7.49672,7
92,0.974468,12.8542,7.47682,7
92,0.980851,12.9319,7.45275,7
92,0.987234,13.0096,7.42112,7
92,0.993617,13.0873,7.37284,7
92,1.000000,13.1650,7.31288,7
89,0.000000,0.9907,6.73294,6
89,0.087500,1.9082,6.73293,6
89,0.175000,2.8257,6.73288,6
89,0.262500,3.7432,6.73277,6
89,0.350000,4.6607,6.73258,6
89,0.437500,5.5781,6.73230,6
89,0.525000,6.4956,6.73189,6
89,0.612500,7.4131,6.73134,6
89,0.700000,8.3306,6.73063,6
89,0.706383,8.3976,6.73057,6
89,0.712766,8.4645,6.73051,6
89,0.719149,8.5314,6.73045,6
89,0.725532,8.5983,6.73038,6
89,0.731915,8.6653,6.73032,6
89,0.738298,8.7322,6.73026,6
89,0.744681,8.7991,6.73019,6
89,0.751064,8.8661,6.73013,6
89,0.757447,8.9330,6.73006,6
89,0.763830,8.9999,6.72999,6
89,0.770213,9.0669,6.72992,6
89,0.776596,9.1338,6.72985,6
89,0.782979,9.2007,6.72978,6
89,0.789362,9.2676,6.72971,6
89,0.795745,9.3346,6.72964,6
89,0.802128,9.4015,6.72956,6
89,0.808511,9.4684,6.72949,6
89,0.814894,9.5354,6.72918,6
89,0.821277,9.6023,6.72762,6
89,0.827660,9.6692,6.72485,6
89,0.834043,9.7361,6.72106,6
89,0.840426,9.8031,6.71645,6
89,0.846809,9.8700,6.71121,6
89,0.853191,9.9369,6.70553,6
89,0.859574,10.0039,6.69961,6
89,0.865957,10.0708,6.69365,6
89,0.872340,10.1377,6.68749,6
89,0.878723,10.2047,6.68034,6
89,0.885106,10.2716,6.67222,6
89,0.891489,10.3385,6.66322,6
89,0.897872,10.4054,6.65344,6
89,0.904255,10.4724,6.64296,6
89,0.910638,10.5393,6.63187,6
89,0.917021,10.6062,6.62026,6
89,0.923404,10.6732,6.60773,6
89,0.929787,10.7401,6.59395,6
89,0.936170,10.8070,6.57880,6
89,0.942553,10.8740,6.56217,6
89,0.948936,10.9409,6.54393,6
89,0.955319,11.0078,6.52374,6
89,0.961702,11.0747,6.49888,6
89,0.968085,11.1417,6.47032,6
89,0.974468,11.2086,6.44029,6
89,0.980851,11.2755,6.41100,6
89,0.987234,11.3425,6.38340,6
89,0.993617,11.4094,6.35593,6
89,1.000000,11.4763,6.32851,6
87,0.000000,0.9907,6.28600,5
87,0.087500,1.7893,6.28600,5
87,0.175000,2.5880,6.28597,5
87,0.262500,3.3866,6.28591,5
87,0.350000,4.1852,6.28582,5
87,0.437500,4.9839,6.28568,5
87,0.525000,5.7825,6.28548,5
87,0.612500,6.5811,6.28523,5
87,0.700000,7.3798,6.28490,5
87,0.706383,7.4380,6.28488,5
87,0.712766,7.4963,6.28485,5
87,0.719149,7.5545,6.28482,5
87,0.725532,7.6128,6.28479,5
87,0.731915,7.6711,6.28476,5
87,0.738298,7.7293,6.28474,5
87,0.744681,7.7876,6.28471,5
87,0.751064,7.8458,6.28468,5
87,0.757447,7.9041,6.28465,5
87,0.763830,7.9623,6.28462,5
87,0.770213,8.0206,6.28458,5
87,0.776596,8.0789,6.28455,5
87,0.782979,8.1371,6.28452,5
87,0.789362,8.1954,6.28449,5
87,0.795745,8.2536,6.28445,5
87,0.802128,8.3119,6.28442,5
87,0.808511,8.3702,6.28439,5
87,0.814894,8.4284,6.28435,5
87,0.821277,8.4867,6.28425,5
87,0.827660,8.5449,6.28406,5
87,0.834043,8.6032,6.28377,5
87,0.840426,8.6615,6.28339,5
87,0.846809,8.7197,6.28291,5
87,0.853191,8.7780,6.28232,5
87,0.859574,8.8362,6.28163,5
87,0.865957,8.8945,6.28084,5
87,0.872340,8.9528,6.27936,5
87,0.878723,9.0110,6.27420,5
87,0.885106,9.0693,6.26579,5
87,0.891489,9.1275,6.25517,5
87,0.897872,9.1858,6.24341,5
87,0.904255,9.2440,6.23155,5
87,0.910638,9.3023,6.22063,5
87,0.917021,9.3606,6.21062,5
87,0.923404,9.4188,6.20046,5
87,0.929787,9.4771,6.18992,5
87,0.936170,9.5353,6.17875,5
87,0.942553,9.5936,6.16674,5
87,0.948936,9.6519,6.15357,5
87,0.955319,9.7101,6.13907,5
87,0.961702,9.7684,6.12344,5
87,0.968085,9.8266,6.10695,5
87,0.974468,9.8849,6.08985,5
87,0.980851,9.9432,6.07225,5
87,0.987234,10.0014,6.05358,5
87,0.993617,10.0597,6.03390,5
87,1.000000,10.1179,6.01343,5
85,0.000000,0.9907,5.88025,4
85,0.087500,1.6666,5.88024,4
85,0.175000,2.3425,5.88018,4
85,0.262500,3.0183,5.88005,4
85,0.350000,3.6942,5.87983,4
85,0.437500,4.3701,5.87949,4
85,0.525000,5.0460,5.87900,4
85,0.612500,5.7219,5.87833,4
85,0.700000,6.3978,5.87747,4
85,0.706383,6.4471,5.87740,4
85,0.712766,6.4964,5.87733,4
85,0.719149,6.5457,5.87725,4
85,0.725532,6.5950,5.87718,4
85,0.731915,6.6443,5.87710,4
85,0.738298,6.6936,5.87702,4
85,0.744681,6.7429,5.87694,4
85,0.751064,6.7922,5.87686,4
85,0.757447,6.8415,5.87678,4
85,0.763830,6.8908,5.87670,4
85,0.770213,6.9401,5.87662,4
85,0.776596,6.9894,5.87653,4
85,0.782979,7.0387,5.87644,4
85,0.789362,7.0880,5.87636,4
85,0.795745,7.1373,5.87627,4
85,0.802128,7.1866,5.87618,4
85,0.808511,7.2359,5.87608,4
85,0.814894,7.2852,5.87599,4
85,0.821277,7.3345,5.87590,4
85,0.827660,7.3839,5.87580,4
85,0.834043,7.4332,5.87556,4
85,0.840426,7.4825,5.87360,4
85,0.846809,7.5318,5.86985,4
85,0.853191,7.5811,5.86478,4
85,0.859574,7.6304,5.85886,4
85,0.865957,7.6797,5.85257,4
85,0.872340,7.7290,5.84639,4
85,0.878723,7.7783,5.84038,4
85,0.885106,7.8276,5.83386,4
85,0.891489,7.8769,5.82669,4
85,0.897872,7.9262,5.81877,4
85,0.904255,7.9755,5.81002,4
85,0.910638,8.0248,5.80030,4
85,0.917021,8.0741,5.78861,4
85,0.923404,8.1234,5.77489,4
85,0.929787,8.1727,5.75981,4
85,0.936170,8.2220,5.74403,4
85,0.942553,8.2713,5.72823,4
85,0.948936,8.3206,5.71266,4
85,0.955319,8.3699,5.69660,4
85,0.961702,8.4192,5.67919,4
85,0.968085,8.4686,5.65960,4
85,0.974468,8.5179,5.63682,4
85,0.980851,8.5672,5.60962,4
85,0.987234,8.6165,5.57838,4
85,0.993617,8.6658,5.54378,4
85,1.000000,8.7151,5.50645,4
82,0.000000,0.9907,5.27875,3
82,0.087500,1.5516,5.27874,3
82,0.175000,2.1125,5.27868,3
82,0.262500,2.6734,5.27854,3
82,0.350000,3.2344,5.27830,3
82,0.437500,3.7953,5.27794,3
82,0.525000,4.3562,5.27741,3
82,0.612500,4.9171,5.27671,3
82,0.700000,5.4780,5.27579,3
82,0.706383,5.5189,5.27571,3
82,0.712766,5.5599,5.27564,3
82,0.719149,5.6008,5.27556,3
82,0.725532,5.6417,5.27548,3
82,0.731915,5.6826,5.27540,3
82,0.738298,5.7235,5.27532,3
82,0.744681,5.7644,5.27523,3
82,0.751064,5.8054,5.27515,3
82,0.757447,5.8463,5.27506,3
82,0.763830,5.8872,5.27497,3
82,0.770213,5.9281,5.27488,3
82,0.776596,5.9690,5.27479,3
82,0.782979,6.0100,5.27470,3
82,0.789362,6.0509,5.27461,3
82,0.795745,6.0918,5.27451,3
82,0.802128,6.1327,5.27442,3
82,0.808511,6.1736,5.27432,3
82,0.814894,6.2145,5.27422,3
82,0.821277,6.2555,5.27412,3
82,0.827660,6.2964,5.27402,3
82,0.834043,6.3373,5.27360,3
82,0.840426,6.3782,5.27146,3
82,0.846809,6.4191,5.26777,3
82,0.853191,6.4600,5.26292,3
82,0.859574,6.5010,5.25731,3
82,0.865957,6.5419,5.25136,3
82,0.872340,6.5828,5.24547,3
82,0.878723,6.6237,5.23991,3
82,0.885106,6.6646,5.23414,3
82,0.891489,6.7056,5.22791,3
82,0.897872,6.7465,5.22111,3
82,0.904255,6.7874,5.21361,3
82,0.910638,6.8283,5.20531,3
82,0.917021,6.8692,5.19585,3
82,0.923404,6.9101,5.18490,3
82,0.929787,6.9511,5.17255,3
82,0.936170,6.9920,5.15891,3
82,0.942553,7.0329,5.14408,3
82,0.948936,7.0738,5.12748,3
82,0.955319,7.1147,5.10830,3
82,0.961702,7.1557,5.08716,3
82,0.968085,7.1966,5.06468,3
82,0.974468,7.2375,5.04151,3
82,0.980851,7.2784,5.01734,3
82,0.987234,7.3193,4.99151,3
82,0.993617,7.3602,4.96424,3
82,1.000000,7.4012,4.93573,3
80,0.000000,0.9907,4.75873,2
80,0.087500,1.4877,4.75873,2
80,0.175000,1.9847,4.75873,2
80,0.262500,2.4817,4.75873,2
80,0.350000,2.9788,4.75873,2
80,0.437500,3.4758,4.75873,2
80,0.525000,3.9728,4.75873,2
80,0.612500,4.4698,4.75873,2
80,0.700000,4.9668,4.75873,2
80,0.706383,5.0031,4.75873,2
80,0.712766,5.0393,4.75873,2
80,0.719149,5.0756,4.75873,2
80,0.725532,5.1119,4.75873,2
80,0.731915,5.1481,4.75873,2
80,0.738298,5.1844,4.75873,2
80,0.744681,5.2206,4.75873,2
80,0.751064,5.2569,4.75873,2
80,0.757447,5.2931,4.75873,2
80,0.763830,5.3294,4.75873,2
80,0.770213,5.3656,4.75873,2
80,0.776596,5.4019,4.75873,2
80,0.782979,5.4382,4.75873,2
80,0.789362,5.4744,4.75873,2
80,0.795745,5.5107,4.75873,2
80,0.802128,5.5469,4.75873,2
80,0.808511,5.5832,4.75873,2
80,0.814894,5.6194,4.75873,2
80,0.821277,5.6557,4.75803,2
80,0.827660,5.6920,4.75430,2
80,0.834043,5.7282,4.74838,2
80,0.840426,5.7645,4.74147,2
80,0.846809,5.8007,4.73475,2
80,0.853191,5.8370,4.72941,2
80,0.859574,5.8732,4.72638,2
80,0.865957,5.9095,4.72447,2
80,0.872340,5.9458,4.72299,2
80,0.878723,5.9820,4.72153,2
80,0.885106,6.0183,4.71968,2
80,0.891489,6.0545,4.71700,2
80,0.897872,6.0908,4.71285,2
80,0.904255,6.1270,4.70732,2
80,0.910638,6.1633,4.70068,2
80,0.917021,6.1995,4.69324,2
80,0.923404,6.2358,4.68528,2
80,0.929787,6.2721,4.67704,2
80,0.936170,6.3083,4.66789,2
80,0.942553,6.3446,4.65759,2
80,0.948936,6.3808,4.64616,2
80,0.955319,6.4171,4.63363,2
80,0.961702,6.4533,4.62001,2
80,0.968085,6.4896,4.60496,2
80,0.974468,6.5259,4.58788,2
80,0.980851,6.5621,4.56893,2
80,0.987234,6.5984,4.54831,2
80,0.993617,6.6346,4.52620,2
80,1.000000,6.6709,4.50279,2
65,0.000000,0.9907,3.13483,1
65,0.087500,1.2324,3.13445,1
65,0.175000,1.4741,3.13412,1
65,0.262500,1.7158,3.13383,1
65,0.350000,1.9574,3.13359,1
65,0.437500,2.1991,3.13339,1
65,0.525000,2.4408,3.13323,1
65,0.612500,2.6825,3.13311,1
65,0.700000,2.9242,3.13305,1
65,0.706383,2.9418,3.13304,1
65,0.712766,2.9595,3.13304,1
65,0.719149,2.9771,3.13304,1
65,0.725532,2.9947,3.13304,1
65,0.731915,3.0124,3.13303,1
65,0.738298,3.0300,3.13303,1
65,0.744681,3.0476,3.13303,1
65,0.751064,3.0652,3.13303,1
65,0.757447,3.0829,3.13303,1
65,0.763830,3.1005,3.13303,1
65,0.770213,3.1181,3.13303,1
65,0.776596,3.1358,3.13302,1
65,0.782979,3.1534,3.13302,1
65,0.789362,3.1710,3.13302,1
65,0.795745,3.1887,3.13302,1
65,0.802128,3.2063,3.13302,1
65,0.808511,3.2239,3.13302,1
65,0.814894,3.2416,3.13302,1
65,0.821277,3.2592,3.13289,1
65,0.827660,3.2768,3.13213,1
65,0.834043,3.2945,3.13079,1
65,0.840426,3.3121,3.12900,1
65,0.846809,3.3297,3.12685,1
65,0.853191,3.3473,3.12444,1
65,0.859574,3.3650,3.12189,1
65,0.865957,3.3826,3.11929,1
65,0.872340,3.4002,3.11676,1
65,0.878723,3.4179,3.11435,1
65,0.885106,3.4355,3.11188,1
65,0.891489,3.4531,3.10927,1
65,0.897872,3.4708,3.10644,1
65,0.904255,3.4884,3.10332,1
65,0.910638,3.5060,3.09986,1
65,0.917021,3.5237,3.09597,1
65,0.923404,3.5413,3.09150,1
65,0.929787,3.5589,3.08612,1
65,0.936170,3.5765,3.07984,1
65,0.942553,3.5942,3.07274,1
